,loss,train_mse,val_mse,test_mse,train_r2,val_r2,test_r2
1,3485.508209645748,1.6779582806047983,2.0638903002349975,2.2082070775932836,0.7374886911757155,0.6839737993047502,0.6722192258497255
2,2078.4141318798065,1.6626173382037008,2.183190665977498,2.2003405055203036,0.7594832099109811,0.6956161938978518,0.6966652516687277
3,1923.0591279268265,1.6472271823707814,2.294633660682221,2.254053460121933,0.7789886357723392,0.7100968649349383,0.7066573590749474
4,1857.2624080181122,1.6152566865968991,2.2019804815813733,2.1991732864720195,0.7797074449316624,0.709773057187252,0.7047636408110037
5,1768.283373773098,1.3790159507330801,1.8974887276060708,2.0090814399524395,0.7940017749094398,0.7172476611461485,0.7076302368625602
6,1709.1443441808224,1.2796501631473087,1.812691328971293,1.8764075622981988,0.7995387864234028,0.7194615309323468,0.7190163400694863
7,1685.0872569978237,1.2228340978058672,1.7547145594501212,1.907294586552319,0.807121082390802,0.7247652410494075,0.7124545841905507
8,1645.8433946073055,1.1923475854781134,1.7133754360206301,1.835825991861541,0.811839987984163,0.7301059411081202,0.7226734597821268
9,1607.647726804018,1.165619688441242,1.7610642383269148,1.8887897753608245,0.8168319461938816,0.7257235231912721,0.7172630932451991
10,1567.1761038899422,1.1437368753738688,1.7277229083757082,1.8580248559637684,0.821353274482263,0.7275892555532487,0.719073662869475
11,1537.5085567831993,1.1201085586643127,1.8156228187065022,1.863229579868936,0.8289932745316935,0.728300500966238,0.7275087477029765
12,1506.3709854781628,1.2136324397199076,2.007592950707873,1.9939776413526853,0.8287400836073581,0.7237915099418533,0.7261153835444738
13,1482.7932530641556,1.0100026542941607,1.7185469529118258,1.8267546479152943,0.8409503504353232,0.7346078711737407,0.7286493341037624
14,1478.7836019098759,1.0614284478307319,1.7631450431835358,1.8797414418112008,0.8369513799846112,0.7351970473540422,0.7252770483429553
15,1444.795546233654,0.9989058104629885,1.7051155981397779,1.7832700734648816,0.8452979227443176,0.7350976195588936,0.7326126739180382
16,1417.4140070974827,1.0027975312872728,1.779236777543917,1.8710444115829237,0.8434619972131285,0.7304781856139264,0.7259538569098344
17,1393.3648594617844,0.9506191243196577,1.7305068569905053,1.8320167033589718,0.8504059644796083,0.7326764226224369,0.7270805956119525
18,1355.5351957976818,0.9269101420821602,1.7652152124088112,1.8507292217294171,0.8533741036426926,0.7317183607138201,0.7288861238140946
19,1365.706509679556,0.9423057052393321,1.8276749956084066,1.8879472592562594,0.8561533069908643,0.7292872645156758,0.7276248113270544
20,1329.0900609791279,0.902670084420388,1.7700175309266566,1.8116009545816927,0.8598013911346332,0.7313567596790594,0.7323508025382887
21,1316.7023141384125,0.9375657397901913,1.8423095126573144,1.9093529013960184,0.8614830290020781,0.73342548701906,0.7293115098809577
