,loss,train_mse,val_mse,test_mse,train_r2,val_r2,test_r2
1,3306.7073979377747,1.9994265461893765,2.1704227603652666,2.5361925778322325,0.7254126725444632,0.6978355826450483,0.6630374630144892
2,1865.1219955086708,1.4861092847178377,1.662673383853669,2.068125392822182,0.7700368223087344,0.740089037247716,0.6894923300523645
3,1692.0242624282837,1.4417066911591754,1.6619698084487913,2.0694555377580777,0.7757117225136616,0.740858768026872,0.6915640834649385
4,1627.8285608291626,1.5101737887646953,1.7552507065091456,2.132691764179037,0.790622427905182,0.7500812394383591,0.7016437302026821
5,1572.489310503006,1.3732488653310568,1.6099755421568898,1.9790117869008443,0.7853853661232487,0.7465722276406956,0.7016767097948194
6,1529.1492214798927,1.2764065115581151,1.5274401106291486,1.9207833901135378,0.805567178090883,0.7640289975444027,0.7114547629771337
7,1510.6168366968632,1.2879239653237906,1.552067853063614,1.9524216349929928,0.807129691946404,0.7644484833698586,0.7130498008066198
8,1426.8836311399937,1.2255237575292062,1.4934884708909124,1.910284632024271,0.8143941102511157,0.7701907022815501,0.7132333024798684
9,1432.0488851964474,1.1731452035790775,1.4661103731749878,1.9361217641611272,0.8235787555001929,0.7757245543189097,0.7139699890585892
10,1384.4859472513199,1.1513577746827108,1.4739712788823274,1.9260239637340173,0.8244064470938757,0.7712016570206227,0.71144468342981
11,1336.0694327950478,1.0996259629295797,1.4351046825294163,1.8789981095019552,0.830347060539374,0.7772344883001802,0.7238834613553572
12,1336.825875222683,1.0651068965265467,1.4159027270366555,1.908499059216666,0.8314781943158286,0.7747062931758543,0.7146607034594746
13,1304.8665481209755,1.0615393248989833,1.4226258928736981,1.8729116351545854,0.8378772743322593,0.777809028958492,0.7182617635868407
14,1294.9286926686764,1.0086935502757415,1.3760434919951243,1.8615866601212754,0.8463422211127536,0.7860037369815378,0.721677533412933
15,1266.8783966898918,0.9902304358457217,1.4165991969348197,1.9182836805425045,0.8439522537828789,0.7769909604495779,0.7181507253343569
16,1250.751563668251,1.0029008765046838,1.4149329969302518,1.9202625975206342,0.8454935138186179,0.7781894748374063,0.7135843959577067
17,1228.3189043402672,1.187312333759348,1.6297615347886771,2.062800279111468,0.8486923167619728,0.778695920313602,0.7185153975095413
18,1189.1161865592003,0.9219813083868941,1.3739231451144571,1.8841728922423997,0.855040287726028,0.7836672957171106,0.7241086254801365
19,1192.452012270689,0.9003225062266257,1.3600925243859625,1.9088685341918417,0.8573017563462192,0.7843693732711612,0.7207324287356774
20,1157.9729713201523,0.9172737632828035,1.3730829097929356,1.9627922854753677,0.8590399562245028,0.7883894819343016,0.7236129358805219
21,1157.798948764801,0.8287100257584781,1.300258212080963,1.850536261905569,0.8690520760018511,0.793075205892727,0.7261109377620493
22,1142.6797332465649,0.8255182505124754,1.320036482520864,1.855477886835339,0.8708374236293633,0.7924807825012026,0.7285164144711376
23,1110.5667103230953,0.8384015259895943,1.3467099596046304,1.9251490741723847,0.8747716459987339,0.7935999374646344,0.7193840202993291
24,1084.112165570259,0.7663849552012837,1.3031101236044589,1.8851192876347218,0.8786948896665976,0.793201549602679,0.7267528262870921
25,1103.1701092123985,0.9415592087915398,1.4856014286462802,2.0329825075098436,0.8775333137864144,0.791604210531484,0.7214122241768557
26,1080.1666111052036,0.7284520829586377,1.3026095632021444,1.8772773229076218,0.8850004891542941,0.7944198674381487,0.7271917053827452
27,1071.7185358703136,0.7205629765912481,1.303405592197289,1.9113107956822186,0.8859756795622064,0.7944564655834117,0.7254317837654626
28,1068.2434504628181,0.7774473641194651,1.3614915014585471,1.9059707311794376,0.8863774972125339,0.7934747478896492,0.7258583628256465
